label,precision,recall,f1
0,0.5600706713780919,0.4198675496688742,0.47993943981831944
1,0.6904761904761905,0.8218623481781376,0.7504621072088725
2,0.45925925925925926,0.3147208121827411,0.37349397590361444
3,0.436046511627907,0.21551724137931033,0.28846153846153844
4,0.5,0.07058823529411765,0.12371134020618557
5,0.36363636363636365,0.04633204633204633,0.0821917808219178
6,0.8789808917197452,0.8625,0.8706624605678234
7,0.632183908045977,0.44715447154471544,0.5238095238095238
8,0.7254901960784313,0.7974137931034483,0.7597535934291582
9,0.6612021857923497,0.3734567901234568,0.47731755424063116
10,0.5443037974683544,0.7678571428571429,0.637037037037037
11,0.6141304347826086,0.31741573033707865,0.41851851851851857
12,0.4824561403508772,0.3900709219858156,0.43137254901960786
13,0.4773991655076495,0.8549190535491905,0.6126729138777331
