label,precision,recall,f1
0,0.5738045738045738,0.3655629139072848,0.44660194174757284
1,0.7137546468401487,0.7773279352226721,0.744186046511628
2,0.48514851485148514,0.24873096446700507,0.32885906040268453
3,0.4810126582278481,0.10919540229885058,0.17798594847775176
4,0.7,0.020588235294117647,0.039999999999999994
5,0.0,0.0,0.0
6,0.8821656050955414,0.865625,0.8738170347003155
7,0.6344827586206897,0.37398373983739835,0.4705882352941177
8,0.7222222222222222,0.7844827586206896,0.7520661157024793
9,0.6948051948051948,0.33024691358024694,0.44769874476987453
10,0.5333333333333333,0.7142857142857143,0.6106870229007633
11,0.6082474226804123,0.16573033707865167,0.260485651214128
12,0.45794392523364486,0.3475177304964539,0.3951612903225807
13,0.42985342506730484,0.8947696139476962,0.5807233784602951
