label,precision,recall,f1
0,0.570631970260223,0.4066225165562914,0.4748646558391338
1,0.7024221453287197,0.8218623481781376,0.7574626865671642
2,0.46923076923076923,0.3096446700507614,0.3730886850152905
3,0.45098039215686275,0.19827586206896552,0.27544910179640725
4,0.5862068965517241,0.05,0.0921409214092141
5,0.3684210526315789,0.02702702702702703,0.050359712230215826
6,0.8846153846153846,0.8625,0.8734177215189874
7,0.6432748538011696,0.44715447154471544,0.5275779376498801
8,0.7222222222222222,0.7844827586206896,0.7520661157024793
9,0.6804733727810651,0.3549382716049383,0.46653144016227177
10,0.5375,0.7678571428571429,0.6323529411764706
11,0.64375,0.2893258426966292,0.39922480620155043
12,0.47863247863247865,0.3971631205673759,0.43410852713178294
13,0.4654255319148936,0.8717310087173101,0.6068487212830516
