label,precision,recall,f1
0,0.5572815533980583,0.3801324503311258,0.4519685039370079
1,0.6950354609929078,0.7935222672064778,0.7410207939508507
2,0.4830508474576271,0.2893401015228426,0.3619047619047619
3,0.4803921568627451,0.14080459770114942,0.21777777777777776
4,0.8571428571428571,0.01764705882352941,0.034582132564841495
5,0.0,0.0,0.0
6,0.877742946708464,0.875,0.8763693270735524
7,0.636986301369863,0.3780487804878049,0.4744897959183673
8,0.7204724409448819,0.7887931034482759,0.7530864197530864
9,0.6918238993710691,0.3395061728395062,0.45548654244306414
10,0.5316455696202531,0.75,0.6222222222222222
11,0.5688073394495413,0.17415730337078653,0.2666666666666667
12,0.45689655172413796,0.375886524822695,0.4124513618677043
13,0.44116733933561003,0.8848069738480697,0.5887714936813755
