label,precision,recall,f1
0,0.5503597122302158,0.4052980132450331,0.4668192219679634
1,0.6847457627118644,0.8178137651821862,0.7453874538745388
2,0.47107438016528924,0.2893401015228426,0.3584905660377358
3,0.42953020134228187,0.1839080459770115,0.25754527162977864
4,0.6875,0.03235294117647059,0.06179775280898877
5,0.0,0.0,0.0
6,0.8757763975155279,0.88125,0.8785046728971962
7,0.6503496503496503,0.3780487804878049,0.47814910025706936
8,0.7131782945736435,0.7931034482758621,0.7510204081632654
9,0.6845238095238095,0.3549382716049383,0.46747967479674796
10,0.5333333333333333,0.7142857142857143,0.6106870229007633
11,0.5691056910569106,0.19662921348314608,0.29227557411273486
12,0.45045045045045046,0.3546099290780142,0.39682539682539686
13,0.45319080012957563,0.8711083437110835,0.5962071169827403
