label,precision,recall,f1
0,0.5440140845070423,0.40927152317880794,0.4671201814058957
1,0.6879194630872483,0.8299595141700404,0.7522935779816513
2,0.432,0.27411167512690354,0.3354037267080745
3,0.4304635761589404,0.1867816091954023,0.2605210420841683
4,0.6,0.03529411764705882,0.06666666666666667
5,0.0,0.0,0.0
6,0.8753894080996885,0.878125,0.8767550702028082
7,0.6133333333333333,0.37398373983739835,0.4646464646464646
8,0.7038461538461539,0.7887931034482759,0.7439024390243903
9,0.6724137931034483,0.3611111111111111,0.46987951807228917
10,0.5492957746478874,0.6964285714285714,0.6141732283464568
11,0.5390070921985816,0.21348314606741572,0.3058350100603622
12,0.46296296296296297,0.3546099290780142,0.40160642570281124
13,0.4580177807046427,0.8661270236612703,0.5991815636441955
