label,precision,recall,f1
0,0.5064102564102564,0.4185430463576159,0.4583031182015954
1,0.6890459363957597,0.7894736842105263,0.7358490566037735
2,0.4778761061946903,0.27411167512690354,0.34838709677419355
3,0.3935483870967742,0.1752873563218391,0.24254473161033796
4,0.3064516129032258,0.05588235294117647,0.0945273631840796
5,0.22857142857142856,0.03088803088803089,0.05442176870748299
6,0.8857142857142857,0.871875,0.878740157480315
7,0.5732484076433121,0.36585365853658536,0.4466501240694789
8,0.7098039215686275,0.7801724137931034,0.7433264887063655
9,0.6349206349206349,0.37037037037037035,0.46783625730994155
10,0.5522388059701493,0.6607142857142857,0.6016260162601627
11,0.47468354430379744,0.21067415730337077,0.29182879377431903
12,0.45794392523364486,0.3475177304964539,0.3951612903225807
13,0.4606123151014792,0.8337484433374844,0.5933968535342344
