label,precision,recall,f1
0,0.5745526838966203,0.3827814569536424,0.4594594594594595
1,0.7122302158273381,0.8016194331983806,0.7542857142857142
2,0.49572649572649574,0.29441624365482233,0.3694267515923567
3,0.5094339622641509,0.15517241379310345,0.23788546255506607
4,0.64,0.047058823529411764,0.08767123287671234
5,0.375,0.011583011583011582,0.022471910112359553
6,0.8849840255591054,0.865625,0.8751974723538704
7,0.6794871794871795,0.43089430894308944,0.527363184079602
8,0.7269076305220884,0.7801724137931034,0.7525987525987526
9,0.6832298136645962,0.3395061728395062,0.45360824742268047
10,0.5512820512820513,0.7678571428571429,0.6417910447761194
11,0.6492537313432836,0.2443820224719101,0.3551020408163265
12,0.4782608695652174,0.3900709219858156,0.42968750000000006
13,0.4488065326633166,0.8897882938978829,0.5966597077244259
