label,precision,recall,f1
0,0.5482695810564663,0.39867549668874175,0.46165644171779147
1,0.7071428571428572,0.8016194331983806,0.7514231499051235
2,0.4666666666666667,0.28426395939086296,0.35331230283911674
3,0.4225352112676056,0.1724137931034483,0.2448979591836735
4,0.5,0.06764705882352941,0.11917098445595854
5,0.3333333333333333,0.03474903474903475,0.06293706293706294
6,0.889967637540453,0.859375,0.8744038155802861
7,0.6385542168674698,0.43089430894308944,0.5145631067961165
8,0.728,0.7844827586206896,0.7551867219917011
9,0.6573033707865169,0.3611111111111111,0.4661354581673307
10,0.5526315789473685,0.75,0.6363636363636364
11,0.6130952380952381,0.2893258426966292,0.3931297709923664
12,0.4824561403508772,0.3900709219858156,0.43137254901960786
13,0.4646902065289807,0.8686176836861769,0.60546875
