label,precision,recall,f1
0,0.5403087478559176,0.41721854304635764,0.47085201793721976
1,0.6810631229235881,0.8299595141700404,0.7481751824817517
2,0.4583333333333333,0.27918781725888325,0.3470031545741325
3,0.4230769230769231,0.1896551724137931,0.2619047619047619
4,0.5714285714285714,0.03529411764705882,0.0664819944598338
5,0.0,0.0,0.0
6,0.8757763975155279,0.88125,0.8785046728971962
7,0.6258503401360545,0.37398373983739835,0.46819338422391854
8,0.7038461538461539,0.7887931034482759,0.7439024390243903
9,0.6763005780346821,0.3611111111111111,0.47082494969818917
10,0.5428571428571428,0.6785714285714286,0.603174603174603
11,0.5588235294117647,0.21348314606741572,0.3089430894308943
12,0.46296296296296297,0.3546099290780142,0.40160642570281124
13,0.4580581241743725,0.8636363636363636,0.5986189037548555
