label,precision,recall,f1
0,0.5646123260437376,0.376158940397351,0.451510333863275
1,0.7050359712230215,0.7935222672064778,0.7466666666666667
2,0.4909090909090909,0.27411167512690354,0.3517915309446254
3,0.4838709677419355,0.12931034482758622,0.20408163265306126
4,0.7,0.020588235294117647,0.039999999999999994
5,0.0,0.0,0.0
6,0.8801261829652997,0.871875,0.8759811616954474
7,0.6394557823129252,0.3821138211382114,0.4783715012722647
8,0.7233201581027668,0.7887931034482759,0.7546391752577319
9,0.6894409937888198,0.3425925925925926,0.4577319587628866
10,0.5394736842105263,0.7321428571428571,0.6212121212121212
11,0.580952380952381,0.17134831460674158,0.2646420824295011
12,0.4690265486725664,0.375886524822695,0.4173228346456692
13,0.43759582950015335,0.8885429638854296,0.586398191904664
