label,precision,recall,f1
0,0.5503597122302158,0.4052980132450331,0.4668192219679634
1,0.6835016835016835,0.8218623481781376,0.7463235294117647
2,0.464,0.29441624365482233,0.360248447204969
3,0.43356643356643354,0.1781609195402299,0.2525458248472505
4,0.6666666666666666,0.01764705882352941,0.034383954154727794
5,0.0,0.0,0.0
6,0.8734567901234568,0.884375,0.8788819875776398
7,0.6148648648648649,0.3699186991869919,0.46192893401015234
8,0.7088122605363985,0.7974137931034483,0.7505070993914807
9,0.6890243902439024,0.3487654320987654,0.4631147540983606
10,0.5324675324675324,0.7321428571428571,0.6165413533834586
11,0.5892857142857143,0.1853932584269663,0.28205128205128205
12,0.44642857142857145,0.3546099290780142,0.3952569169960474
13,0.4515816655907037,0.8711083437110835,0.5948129251700681
