label,precision,recall,f1
0,0.56672760511883,0.4105960264900662,0.4761904761904762
1,0.6891891891891891,0.8259109311740891,0.7513812154696131
2,0.48872180451127817,0.3299492385786802,0.39393939393939387
3,0.46060606060606063,0.21839080459770116,0.29629629629629634
4,0.64,0.047058823529411764,0.08767123287671234
5,0.4375,0.02702702702702703,0.05090909090909091
6,0.8829113924050633,0.871875,0.8773584905660378
7,0.6588235294117647,0.45528455284552843,0.5384615384615384
8,0.7204724409448819,0.7887931034482759,0.7530864197530864
9,0.6802325581395349,0.3611111111111111,0.4717741935483871
10,0.5294117647058824,0.8035714285714286,0.6382978723404256
11,0.6506024096385542,0.30337078651685395,0.4137931034482759
12,0.4672131147540984,0.40425531914893614,0.43346007604562736
13,0.47162162162162163,0.8692403486924035,0.6114761279018835
