label,precision,recall,f1
0,0.5649819494584838,0.41456953642384103,0.4782276546982429
1,0.688135593220339,0.8218623481781376,0.7490774907749077
2,0.4701492537313433,0.3197969543147208,0.3806646525679758
3,0.44171779141104295,0.20689655172413793,0.2818003913894325
4,0.475,0.05588235294117647,0.09999999999999999
5,0.35714285714285715,0.03861003861003861,0.0696864111498258
6,0.8817891373801917,0.8625,0.872037914691943
7,0.6342857142857142,0.45121951219512196,0.5273159144893111
8,0.7272727272727273,0.7931034482758621,0.7587628865979381
9,0.6740331491712708,0.3765432098765432,0.48316831683168315
10,0.5555555555555556,0.8035714285714286,0.656934306569343
11,0.6395348837209303,0.3089887640449438,0.41666666666666663
12,0.4700854700854701,0.3900709219858156,0.42635658914728686
13,0.47381033892502566,0.8617683686176837,0.6114424563728739
