label,precision,recall,f1
0,0.5623869801084991,0.4119205298013245,0.47553516819571867
1,0.7038327526132404,0.8178137651821862,0.7565543071161048
2,0.4645669291338583,0.29949238578680204,0.36419753086419754
3,0.43312101910828027,0.19540229885057472,0.2693069306930693
4,0.4888888888888889,0.06470588235294118,0.11428571428571428
5,0.3793103448275862,0.04247104247104247,0.07638888888888888
6,0.8870967741935484,0.859375,0.8730158730158729
7,0.632183908045977,0.44715447154471544,0.5238095238095238
8,0.7290836653386454,0.7887931034482759,0.7577639751552796
9,0.6629213483146067,0.36419753086419754,0.47011952191235057
10,0.5384615384615384,0.75,0.6268656716417911
11,0.6228571428571429,0.3061797752808989,0.4105461393596987
12,0.46956521739130436,0.3829787234042553,0.42187499999999994
13,0.4698100407055631,0.8623910336239103,0.6082564778216952
