label,precision,recall,f1
0,0.5793499043977055,0.4013245033112583,0.47417840375586856
1,0.6955017301038062,0.8137651821862348,0.75
2,0.5039370078740157,0.3248730964467005,0.3950617283950617
3,0.4857142857142857,0.19540229885057472,0.2786885245901639
4,0.7142857142857143,0.04411764705882353,0.08310249307479227
5,0.46153846153846156,0.023166023166023165,0.044117647058823525
6,0.8801261829652997,0.871875,0.8759811616954474
7,0.6586826347305389,0.44715447154471544,0.5326876513317191
8,0.7233201581027668,0.7887931034482759,0.7546391752577319
9,0.6863905325443787,0.35802469135802467,0.4705882352941176
10,0.5238095238095238,0.7857142857142857,0.6285714285714286
11,0.6470588235294118,0.27808988764044945,0.38899803536345773
12,0.46774193548387094,0.41134751773049644,0.4377358490566038
13,0.46406301279947487,0.8804483188044832,0.607779926928863
