label,precision,recall,f1
0,0.5289115646258503,0.4119205298013245,0.46314221891288154
1,0.6941580756013745,0.8178137651821862,0.7509293680297398
2,0.4608695652173913,0.26903553299492383,0.3397435897435897
3,0.4295774647887324,0.1752873563218391,0.24897959183673468
4,0.35714285714285715,0.04411764705882353,0.07853403141361258
5,0.23809523809523808,0.019305019305019305,0.03571428571428571
6,0.8853503184713376,0.86875,0.8769716088328076
7,0.6013071895424836,0.37398373983739835,0.46115288220551376
8,0.7131782945736435,0.7931034482758621,0.7510204081632654
9,0.6555555555555556,0.36419753086419754,0.4682539682539683
10,0.5362318840579711,0.6607142857142857,0.5920000000000001
11,0.5,0.2050561797752809,0.2908366533864542
12,0.4666666666666667,0.3475177304964539,0.3983739837398374
13,0.45820845820845824,0.8567870485678705,0.5970926448253417
