label,precision,recall,f1
0,0.5641952983725136,0.41324503311258276,0.47706422018348627
1,0.7038327526132404,0.8178137651821862,0.7565543071161048
2,0.4645669291338583,0.29949238578680204,0.36419753086419754
3,0.43312101910828027,0.19540229885057472,0.2693069306930693
4,0.4782608695652174,0.06470588235294118,0.1139896373056995
5,0.3793103448275862,0.04247104247104247,0.07638888888888888
6,0.8870967741935484,0.859375,0.8730158730158729
7,0.6358381502890174,0.44715447154471544,0.5250596658711216
8,0.7290836653386454,0.7887931034482759,0.7577639751552796
9,0.659217877094972,0.36419753086419754,0.4691848906560636
10,0.5384615384615384,0.75,0.6268656716417911
11,0.6228571428571429,0.3061797752808989,0.4105461393596987
12,0.46956521739130436,0.3829787234042553,0.42187499999999994
13,0.4699694604682728,0.8623910336239103,0.6083900724796837
