label,precision,recall,f1
0,0.4943820224719101,0.40794701986754967,0.4470246734397678
1,0.6942446043165468,0.7813765182186235,0.7352380952380952
2,0.46846846846846846,0.2639593908629442,0.33766233766233766
3,0.3904109589041096,0.16379310344827586,0.23076923076923078
4,0.2647058823529412,0.052941176470588235,0.08823529411764706
5,0.19444444444444445,0.02702702702702703,0.04745762711864407
6,0.8910256410256411,0.86875,0.8797468354430381
7,0.5741935483870968,0.3617886178861789,0.4438902743142145
8,0.7125984251968503,0.7801724137931034,0.7448559670781894
9,0.6256410256410256,0.3765432098765432,0.4701348747591523
10,0.5522388059701493,0.6607142857142857,0.6016260162601627
11,0.4720496894409938,0.21348314606741572,0.2940038684719536
12,0.47115384615384615,0.3475177304964539,0.39999999999999997
13,0.4562907096331848,0.8287671232876712,0.5885474242759231
