label,precision,recall,f1
0,0.5426621160409556,0.42119205298013246,0.4742729306487696
1,0.6915254237288135,0.8259109311740891,0.7527675276752767
2,0.44166666666666665,0.26903553299492383,0.33438485804416396
3,0.4258064516129032,0.1896551724137931,0.26242544731610334
4,0.35135135135135137,0.03823529411764706,0.06896551724137931
5,0.18181818181818182,0.007722007722007722,0.014814814814814815
6,0.8892405063291139,0.878125,0.8836477987421383
7,0.5961538461538461,0.3780487804878049,0.4626865671641791
8,0.6996197718631179,0.7931034482758621,0.7434343434343433
9,0.655367231638418,0.35802469135802467,0.46307385229540915
10,0.5588235294117647,0.6785714285714286,0.6129032258064516
11,0.5266666666666666,0.22191011235955055,0.31225296442687744
12,0.4672897196261682,0.3546099290780142,0.40322580645161293
13,0.46282652377762895,0.8605230386052304,0.6019163763066203
