label,precision,recall,f1
0,0.5162866449511401,0.4198675496688742,0.4631117604090577
1,0.6958041958041958,0.805668016194332,0.7467166979362103
2,0.4358974358974359,0.25888324873096447,0.3248407643312102
3,0.40384615384615385,0.1810344827586207,0.25
4,0.3137254901960784,0.047058823529411764,0.08184143222506395
5,0.2692307692307692,0.02702702702702703,0.04912280701754387
6,0.886435331230284,0.878125,0.882260596546311
7,0.575,0.37398373983739835,0.4532019704433497
8,0.7159533073929961,0.7931034482758621,0.7525562372188139
9,0.6521739130434783,0.37037037037037035,0.4724409448818897
10,0.5522388059701493,0.6607142857142857,0.6016260162601627
11,0.5033112582781457,0.21348314606741572,0.2998027613412229
12,0.4537037037037037,0.3475177304964539,0.39357429718875503
13,0.46334810773951585,0.8462017434620175,0.5988103106411103
