label,precision,recall,f1
0,0.5464684014869888,0.3894039735099338,0.4547563805104408
1,0.6968641114982579,0.8097165991902834,0.749063670411985
2,0.46956521739130436,0.27411167512690354,0.34615384615384615
3,0.4608695652173913,0.15229885057471265,0.22894168466522677
4,0.5217391304347826,0.03529411764705882,0.06611570247933884
5,0.2,0.007722007722007722,0.014869888475836432
6,0.8853503184713376,0.86875,0.8769716088328076
7,0.6388888888888888,0.37398373983739835,0.47179487179487173
8,0.7109375,0.7844827586206896,0.7459016393442625
9,0.672514619883041,0.3549382716049383,0.46464646464646464
10,0.5342465753424658,0.6964285714285714,0.6046511627906976
11,0.5158730158730159,0.18258426966292135,0.2697095435684647
12,0.4722222222222222,0.3617021276595745,0.40963855421686746
13,0.4486812837623133,0.8792029887920298,0.5941510624868503
